node_index,osm_id,x_meters,y_meters,lon,lat
0,17889763,692347.4654020049,4796118.540341344,5.3711187,43.2933215
1,2100518791,692378.3293544654,4796125.263238662,5.371501200000001,43.293374099999994
2,2100495778,692386.9556694094,4796129.409568479,5.371608899999998,43.293409199999985
3,12362108616,692387.0367498985,4796099.817932973,5.371599547373136,43.29314294629925
4,17889766,692622.8617000241,4796233.247204928,5.3745509,43.29428310000001
5,2101196226,692595.3675392661,4796210.824598479,5.3742044,43.2940884
6,12362108620,692626.0380482883,4796255.23621183,5.374597725150043,43.29448011979241
7,12362108621,692603.0059508692,4796187.68718878,5.374290379638066,43.293878281533914
8,17889768,692622.5373491219,4796277.486660432,5.3745624,43.29468120000001
9,12362108628,692617.865315731,4796303.13258364,5.374513836371478,43.29491312853827
10,12362108632,692626.0380482883,4796255.23621183,5.374597725150043,43.29448011979241
11,3664482714,692599.4779395907,4796405.764565941,5.3743232999999995,43.295841199999984
12,12362108633,692604.1529858401,4796380.121518787,5.3743719030586865,43.29560929664765
13,21313766,693119.9119638745,4796787.967599295,5.380867899999998,43.2991465
14,26761382,693118.5205063388,4796799.754310133,5.380854900000001,43.29925289999999
15,12229971983,693121.3906571562,4796774.260476751,5.3808813,43.2990228
16,12362108637,693149.4812958093,4796787.008892268,5.381231798081201,43.29913028836763
17,12362108638,693116.101536361,4796820.954963449,5.380832549573594,43.29944425923413
18,12362108639,693097.3160925267,4796797.27291639,5.3805928321278556,43.2992360147915
19,12362108640,693119.8386926391,4796754.469133779,5.3808552314711715,43.298845138781694
20,26511847,693179.0548749893,4796786.197515976,5.3815958,43.2991154
21,12362108641,693203.7255736393,4796785.667531422,5.381899506993276,43.299104300455795
22,12362108642,693149.4812958093,4796787.008892268,5.381231798081201,43.29913028836763
23,21313767,692965.316629627,4796720.172249714,5.378939799999999,43.29857619999999
24,12362108643,692985.7482240458,4796729.146330487,5.379194624084594,43.29865170087591
25,12362108646,692961.0510241574,4796741.096989544,5.378894600127839,43.298765550008504
26,26761388,693047.0430073023,4796756.068572805,5.379959100000001,43.2988782
